Country Name,Country Code,Year,"Net bilateral aid flows from DAC donors, United States (current US$)","Net bilateral aid flows from DAC donors, United Kingdom (current US$)","Net bilateral aid flows from DAC donors, Germany (current US$)","Net bilateral aid flows from DAC donors, European Union institutions (current US$)","Net bilateral aid flows from DAC donors, Total (current US$)",Region,Income group
Angola,AGO,2009,41500000.0,4440000.05722046,8399999.61853027,38900001.5258789,180000002.458692,Sub-Saharan Africa,Lower middle income
Angola,AGO,2010,53529998.7792969,16680000.3051758,7050000.19073486,24389999.3896484,175949997.510761,Sub-Saharan Africa,Lower middle income
Angola,AGO,2011,64940002.4414063,689999.997615814,5679999.82833862,28100000.3814697,146220003.167167,Sub-Saharan Africa,Lower middle income
Angola,AGO,2012,77290000.9155273,560000.002384186,4829999.92370605,26510000.2288818,159470000.972971,Sub-Saharan Africa,Lower middle income
Angola,AGO,2013,61139999.3896484,560000.002384186,4159999.84741211,33159999.8474121,176889997.096732,Sub-Saharan Africa,Lower middle income
Angola,AGO,2014,58709999.0844727,1509999.99046326,4230000.01907349,62119998.9318848,154539997.400716,Sub-Saharan Africa,Lower middle income
Angola,AGO,2015,60909999.8474121,1980000.01907349,2230000.01907349,26899999.6185303,306460003.461689,Sub-Saharan Africa,Lower middle income
Angola,AGO,2016,52319999.6948242,529999.971389771,2630000.11444092,43279998.7792969,108509998.926893,Sub-Saharan Africa,Lower middle income
Angola,AGO,2017,56500000.0,680000.007152557,2650000.09536743,39790000.9155273,106600001.640618,Sub-Saharan Africa,Lower middle income
Angola,AGO,2018,50560001.373291,600000.023841858,4190000.05722046,35430000.3051758,103450001.774356,Sub-Saharan Africa,Lower middle income
Angola,AGO,2019,44779998.7792969,1409999.9666214,4250000.0,40150001.5258789,91690001.2400002,Sub-Saharan Africa,Lower middle income
Angola,AGO,2020,,,,,,Sub-Saharan Africa,Lower middle income
Antigua and Barbuda,ATG,2000,-50000.0007450581,3230000.01907349,,400000.005960464,4120000.01221896,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,2001,310000.002384186,1059999.94277954,,889999.985694885,6889999.85344708,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,2002,-59999.9986588955,2329999.92370605,,2569999.9332428,13779999.8596311,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,2003,-170000.001788139,239999.994635582,9999.99977648258,550000.011920929,3600000.01266598,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,2004,-180000.007152557,70000.0002980232,9999.99977648258,439999.997615814,1719999.97086823,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,2005,-170000.001788139,,,310000.002384186,7330000.1192838,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,2006,-189999.997615814,,,1100000.02384186,3250000.02793968,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,2007,-189999.997615814,9999.99977648258,,2130000.11444092,4250000.13969839,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,2008,-200000.002980232,19999.9995529652,9999.99977648258,2440000.05722046,3080000.05036593,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,2009,-180000.007152557,9999.99977648258,,509999.990463257,3349999.95678663,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,2010,109999.999403954,,9999.99977648258,12239999.7711182,19269999.9958277,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,2011,200000.002980232,,39999.9991059303,3980000.01907349,15100000.3628433,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,2012,159999.996423721,9999.99977648258,9999.99977648258,-119999.997317791,1550000.02682209,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,2013,119999.997317791,29999.9993294477,0.0,620000.004768372,1389999.99314547,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,2014,,0.0,,1049999.95231628,1779999.93599951,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,2015,-589999.973773956,0.0,,119999.997317791,1379999.98964369,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,2016,-239999.994635582,0.0,9999.99977648258,,5079999.86968935,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,2017,9999.99977648258,9999.99977648258,29999.9993294477,2480000.01907349,5440000.04976988,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,2018,-79999.9982118607,129999.995231628,19999.9995529652,790000.021457672,3340000.0948459,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,2019,,319999.992847443,,4429999.82833862,7269999.76672232,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,2020,,,,,,Latin America & Caribbean,High income
Argentina,ARG,2000,-2470000.02861023,9520000.45776367,7400000.09536743,10270000.4577637,53770002.2440404,Latin America & Caribbean,Upper middle income
Argentina,ARG,2001,-469999.998807907,29999.9993294477,9229999.54223633,129869995.117188,139979995.43883,Latin America & Caribbean,Upper middle income
Argentina,ARG,2002,1610000.01430511,,13079999.9237061,4800000.19073486,56769999.563694,Latin America & Caribbean,Upper middle income
Argentina,ARG,2003,10369999.8855591,,16850000.3814697,4809999.94277954,103090000.02034,Latin America & Caribbean,Upper middle income
Argentina,ARG,2004,1820000.05245209,,10869999.8855591,6679999.82833862,85279999.691993,Latin America & Caribbean,Upper middle income
Argentina,ARG,2005,1360000.01430511,,13000000.0,6030000.20980835,84109999.9789149,Latin America & Caribbean,Upper middle income
Argentina,ARG,2006,1970000.02861023,,10920000.0762939,24579999.9237061,105939999.617636,Latin America & Caribbean,Upper middle income
Argentina,ARG,2007,7820000.17166138,959999.978542328,11930000.3051758,6099999.90463257,70139998.0895221,Latin America & Caribbean,Upper middle income
Argentina,ARG,2008,7170000.07629395,980000.019073486,22120000.8392334,16610000.6103516,104470001.393929,Latin America & Caribbean,Upper middle income
Argentina,ARG,2009,2619999.88555908,990000.009536743,22700000.7629395,21280000.6866455,100430001.150817,Latin America & Caribbean,Upper middle income
Argentina,ARG,2010,3769999.98092651,540000.021457672,21930000.3051758,7960000.03814697,116070001.203567,Latin America & Caribbean,Upper middle income
Argentina,ARG,2011,9590000.15258789,1190000.05722046,21840000.1525879,15880000.1144409,77710000.6509572,Latin America & Caribbean,Upper middle income
Argentina,ARG,2012,9689999.5803833,3240000.00953674,21409999.8474121,109059997.558594,169849997.159094,Latin America & Caribbean,Upper middle income
Argentina,ARG,2013,3730000.01907349,1480000.01907349,19569999.6948242,-7039999.96185303,19940000.6812066,Latin America & Caribbean,Upper middle income
Argentina,ARG,2014,1110000.01430511,1580000.04291534,20469999.3133545,-5489999.77111816,36989999.704063,Latin America & Caribbean,Upper middle income
Argentina,ARG,2015,-4320000.17166138,2410000.08583069,41889999.3896484,-13510000.2288818,-33400002.5317072,Latin America & Caribbean,Upper middle income
Argentina,ARG,2016,-779999.971389771,1360000.01430511,4119999.88555908,-7099999.90463257,-17869999.4068592,Latin America & Caribbean,Upper middle income
Argentina,ARG,2017,1320000.05245209,3420000.07629395,10930000.3051758,-9289999.96185303,-30989999.7580797,Latin America & Caribbean,Upper middle income
Argentina,ARG,2018,4210000.03814697,3170000.07629395,11140000.3433228,61869998.9318848,20180000.0760706,Latin America & Caribbean,Upper middle income
Argentina,ARG,2019,1100000.02384186,5630000.11444092,9350000.38146973,7800000.19073486,-85820002.8575956,Latin America & Caribbean,Upper middle income
Argentina,ARG,2020,,,,,,Latin America & Caribbean,Upper middle income
Armenia,ARM,2000,103059997.558594,2750000.0,8920000.07629395,12090000.1525879,151439997.76803,Europe & Central Asia,Upper middle income
Armenia,ARM,2001,77949996.9482422,2380000.11444092,16799999.2370605,10170000.0762939,134379996.363073,Europe & Central Asia,Upper middle income
Armenia,ARM,2002,114300003.051758,1669999.95708466,19940000.5340576,28879999.1607666,200290001.831949,Europe & Central Asia,Upper middle income
Armenia,ARM,2003,74190002.4414063,3150000.09536743,13920000.0762939,16440000.5340576,143950002.711266,Europe & Central Asia,Upper middle income
Armenia,ARM,2004,73139999.3896484,6559999.94277954,18719999.3133545,28229999.5422363,161459998.138249,Europe & Central Asia,Upper middle income
Armenia,ARM,2005,53259998.3215332,6219999.79019165,29979999.5422363,23420000.0762939,150449997.853488,Europe & Central Asia,Upper middle income
Armenia,ARM,2006,64879997.253418,8390000.34332275,16649999.6185303,21049999.2370605,156819995.366037,Europe & Central Asia,Upper middle income
Armenia,ARM,2007,79919998.1689453,7510000.22888184,22530000.6866455,20510000.2288818,251960002.876818,Europe & Central Asia,Upper middle income
Armenia,ARM,2008,93790000.9155273,6599999.90463257,27909999.8474121,16340000.1525879,226400001.747534,Europe & Central Asia,Upper middle income
Armenia,ARM,2009,78449996.9482422,1019999.98092651,30989999.7711182,38790000.9155273,274719994.500279,Europe & Central Asia,Upper middle income
Armenia,ARM,2010,91000000.0,490000.009536743,16719999.3133545,33349998.4741211,239869994.56957,Europe & Central Asia,Upper middle income
Armenia,ARM,2011,106470001.220703,360000.014305115,40930000.3051758,99790000.9155273,281650002.302602,Europe & Central Asia,Upper middle income
Armenia,ARM,2012,35950000.7629395,1320000.05245209,44849998.4741211,43459999.0844727,150289998.549968,Europe & Central Asia,Upper middle income
Armenia,ARM,2013,40479999.5422363,1289999.96185303,28469999.3133545,69669998.1689453,168159996.354952,Europe & Central Asia,Upper middle income
Armenia,ARM,2014,30479999.5422363,1600000.02384186,31840000.1525879,79019996.6430664,177889996.731654,Europe & Central Asia,Upper middle income
Armenia,ARM,2015,24979999.5422363,1809999.94277954,8979999.54223633,148809997.558594,214659996.66974,Europe & Central Asia,Upper middle income
Armenia,ARM,2016,24750000.0,589999.973773956,27590000.1525879,110830001.831055,254320002.786816,Europe & Central Asia,Upper middle income
Armenia,ARM,2017,25219999.3133545,1259999.99046326,72870002.746582,100839996.337891,246419996.539131,Europe & Central Asia,Upper middle income
Armenia,ARM,2018,26120000.8392334,1149999.97615814,74839996.3378906,58150001.5258789,186099999.660626,Europe & Central Asia,Upper middle income
Armenia,ARM,2019,26069999.6948242,3410000.08583069,57020000.4577637,32110000.6103516,150840000.757948,Europe & Central Asia,Upper middle income
Armenia,ARM,2020,,,,,,Europe & Central Asia,Upper middle income
Aruba,ABW,2000,50000.0007450581,,,689999.997615814,11409999.8455495,Latin America & Caribbean,High income
Aruba,ABW,2001,,,,-79999.9982118607,-1589999.98867512,Latin America & Caribbean,High income
Aruba,ABW,2002,,19999.9995529652,,180000.007152557,10389999.5870888,Latin America & Caribbean,High income
Aruba,ABW,2003,,,,-250000.0,76220001.2207031,Latin America & Caribbean,High income
Aruba,ABW,2004,,,,189999.997615814,-11320000.231266,Latin America & Caribbean,High income
Aruba,ABW,2005,,,,,,Latin America & Caribbean,High income
Aruba,ABW,2006,,,,,,Latin America & Caribbean,High income
Aruba,ABW,2007,,,,,,Latin America & Caribbean,High income
Aruba,ABW,2008,,,,,,Latin America & Caribbean,High income
Aruba,ABW,2009,,,,,,Latin America & Caribbean,High income
Aruba,ABW,2010,,,,,,Latin America & Caribbean,High income
Aruba,ABW,2011,,,,,,Latin America & Caribbean,High income
Aruba,ABW,2012,,,,,,Latin America & Caribbean,High income
Aruba,ABW,2013,,,,,,Latin America & Caribbean,High income
Aruba,ABW,2014,,,,,,Latin America & Caribbean,High income
Aruba,ABW,2015,,,,,,Latin America & Caribbean,High income
Aruba,ABW,2016,,,,,,Latin America & Caribbean,High income
Aruba,ABW,2017,,,,,,Latin America & Caribbean,High income
Aruba,ABW,2018,,,,,,Latin America & Caribbean,High income
Aruba,ABW,2019,,,,,,Latin America & Caribbean,High income
Aruba,ABW,2020,,,,,,Latin America & Caribbean,High income
Australia,AUS,2000,,,,,,East Asia & Pacific,High income
Australia,AUS,2001,,,,,,East Asia & Pacific,High income
Australia,AUS,2002,,,,,,East Asia & Pacific,High income
Australia,AUS,2003,,,,,,East Asia & Pacific,High income
Australia,AUS,2004,,,,,,East Asia & Pacific,High income
Australia,AUS,2005,,,,,,East Asia & Pacific,High income
Australia,AUS,2006,,,,,,East Asia & Pacific,High income
Australia,AUS,2007,,,,,,East Asia & Pacific,High income
Australia,AUS,2008,,,,,,East Asia & Pacific,High income
Australia,AUS,2009,,,,,,East Asia & Pacific,High income
Australia,AUS,2010,,,,,,East Asia & Pacific,High income
Australia,AUS,2011,,,,,,East Asia & Pacific,High income
Australia,AUS,2012,,,,,,East Asia & Pacific,High income
Australia,AUS,2013,,,,,,East Asia & Pacific,High income
Australia,AUS,2014,,,,,,East Asia & Pacific,High income
Australia,AUS,2015,,,,,,East Asia & Pacific,High income
Australia,AUS,2016,,,,,,East Asia & Pacific,High income
Australia,AUS,2017,,,,,,East Asia & Pacific,High income
Australia,AUS,2018,,,,,,East Asia & Pacific,High income
Australia,AUS,2019,,,,,,East Asia & Pacific,High income
Australia,AUS,2020,,,,,,East Asia & Pacific,High income
Austria,AUT,2000,,,,,,Europe & Central Asia,High income
Austria,AUT,2001,,,,,,Europe & Central Asia,High income
Austria,AUT,2002,,,,,,Europe & Central Asia,High income
Austria,AUT,2003,,,,,,Europe & Central Asia,High income
Austria,AUT,2004,,,,,,Europe & Central Asia,High income
Austria,AUT,2005,,,,,,Europe & Central Asia,High income
Austria,AUT,2006,,,,,,Europe & Central Asia,High income
Austria,AUT,2007,,,,,,Europe & Central Asia,High income
Austria,AUT,2008,,,,,,Europe & Central Asia,High income
Austria,AUT,2009,,,,,,Europe & Central Asia,High income
Austria,AUT,2010,,,,,,Europe & Central Asia,High income
Austria,AUT,2011,,,,,,Europe & Central Asia,High income
Austria,AUT,2012,,,,,,Europe & Central Asia,High income
Austria,AUT,2013,,,,,,Europe & Central Asia,High income
Austria,AUT,2014,,,,,,Europe & Central Asia,High income
Austria,AUT,2015,,,,,,Europe & Central Asia,High income
Austria,AUT,2016,,,,,,Europe & Central Asia,High income
Austria,AUT,2017,,,,,,Europe & Central Asia,High income
Austria,AUT,2018,,,,,,Europe & Central Asia,High income
Austria,AUT,2019,,,,,,Europe & Central Asia,High income
Austria,AUT,2020,,,,,,Europe & Central Asia,High income
Azerbaijan,AZE,2000,18889999.3896484,750000.0,9170000.07629395,20120000.8392334,90839999.7334927,Europe & Central Asia,Upper middle income
Azerbaijan,AZE,2001,30909999.8474121,1149999.97615814,6809999.94277954,12779999.7329712,161220000.715926,Europe & Central Asia,Upper middle income
Azerbaijan,AZE,2002,61529998.7792969,469999.998807907,9829999.92370605,22370000.8392334,254599996.004254,Europe & Central Asia,Upper middle income
Azerbaijan,AZE,2003,49270000.4577637,289999.99165535,13579999.9237061,24559999.4659424,183099999.411032,Europe & Central Asia,Upper middle income
Azerbaijan,AZE,2004,47580001.8310547,159999.996423721,16959999.0844727,10609999.6566772,102960000.798106,Europe & Central Asia,Upper middle income
Azerbaijan,AZE,2005,42799999.2370605,39999.9991059303,19110000.6103516,26020000.4577637,121650000.175461,Europe & Central Asia,Upper middle income
Azerbaijan,AZE,2006,56540000.9155273,,12010000.2288818,18670000.0762939,114390001.514926,Europe & Central Asia,Upper middle income
Azerbaijan,AZE,2007,48979999.5422363,349999.994039536,24270000.4577637,9039999.96185303,120099999.824539,Europe & Central Asia,Upper middle income
Azerbaijan,AZE,2008,41950000.7629395,1870000.00476837,26430000.3051758,13010000.2288818,133450001.535937,Europe & Central Asia,Upper middle income
Azerbaijan,AZE,2009,40430000.3051758,1409999.9666214,42650001.5258789,12479999.5422363,136810000.739992,Europe & Central Asia,Upper middle income
Azerbaijan,AZE,2010,36959999.0844727,860000.014305115,15869999.8855591,20760000.2288818,82569999.2049486,Europe & Central Asia,Upper middle income
Azerbaijan,AZE,2011,30030000.6866455,959999.978542328,13829999.9237061,24770000.4577637,201440001.05001,Europe & Central Asia,Upper middle income
Azerbaijan,AZE,2012,31649999.6185303,2119999.88555908,6260000.22888184,26190000.5340576,241770000.576973,Europe & Central Asia,Upper middle income
